wrong 	spelling 	7.5secs 	ninety 	n_____ 	!= 	_nnety 	RunAve=runAve spelling: 0/1  0% 7.5secs 	Tue Jan 12 2021 21:58:42 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	date:1 	d___ 	== 	_ate 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Wed Jan 20 2021 21:29:21 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.4secs 	cloud:1 	c____ 	!= 	_louud 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 21:29:39 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	cloud:4decreasing 	clou_ 	== 	____d 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 21:30:00 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	cloud:3decreasing 	clo__ 	== 	___ud 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 21:30:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	cloud:2decreasing 	cl___ 	== 	__oud 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 21:30:41 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	cloud:1decreasing 	c____ 	== 	_loud 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 21:31:00 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	loud:1 	l___ 	== 	_oud 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 21:31:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	cloud:1 	c____ 	== 	_loud 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 21:31:40 GMT-0600 (Central Standard Time)
correct 	spelling 	5.2secs 	fireman:1 	f______ 	== 	_ireman 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 21:32:04 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	beat:1 	b___ 	== 	_eat 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 21:32:20 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	bramble:1 	b______ 	== 	_ramble 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 21:32:41 GMT-0600 (Central Standard Time)
correct 	spelling 	4.6secs 	behave:1 	b_____ 	== 	_ehave 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 21:33:03 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	no:1 	n_ 	== 	_o 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 21:33:40 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	hut:1 	h__ 	== 	_ut 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 21:34:01 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	tap:1 	t__ 	== 	_ap 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 21:34:20 GMT-0600 (Central Standard Time)
correct 	spelling 	3.4secs 	den:1 	d__ 	== 	_en 	RunAve=runAve spelling: 24/25 96% 2.5secs 	Wed Jan 20 2021 21:34:42 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	see:1 	s__ 	== 	_ee 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 21:35:00 GMT-0600 (Central Standard Time)
correct 	spelling 	5.2secs 	lintel:1 	l_____ 	== 	_intel 	RunAve=runAve spelling: 24/25 96% 2.6secs 	Wed Jan 20 2021 21:35:24 GMT-0600 (Central Standard Time)
wrong 	spelling 	0.5secs 	dig:1 	d__ 	!= 	_aag 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Wed Jan 20 2021 21:35:39 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	dig:2decreasing 	di_ 	== 	__g 	RunAve=runAve spelling: 23/25 92% 2.4secs 	Wed Jan 20 2021 21:36:00 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	dig:1decreasing 	d__ 	== 	_ig 	RunAve=runAve spelling: 23/25 92% 2.4secs 	Wed Jan 20 2021 21:36:20 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	big:1 	b__ 	== 	_ig 	RunAve=runAve spelling: 23/25 92% 2.4secs 	Wed Jan 20 2021 21:36:40 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	fig:1 	f__ 	== 	_ig 	RunAve=runAve spelling: 23/25 92% 2.3secs 	Wed Jan 20 2021 21:37:00 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	pig:1 	p__ 	== 	_ig 	RunAve=runAve spelling: 23/25 92% 2.3secs 	Wed Jan 20 2021 21:37:20 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	dig:1 	d__ 	== 	_ig 	RunAve=runAve spelling: 23/25 92% 2.3secs 	Wed Jan 20 2021 21:37:41 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	bean:1 	b___ 	== 	_ean 	RunAve=runAve spelling: 23/25 92% 2.3secs 	Wed Jan 20 2021 21:38:02 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	trick:1 	t____ 	== 	_rick 	RunAve=runAve spelling: 24/25 96% 2.4secs 	Wed Jan 20 2021 21:38:20 GMT-0600 (Central Standard Time)
correct 	spelling 	27.9secs 	banana:1 	b_____ 	== 	_anana 	RunAve=runAve spelling: 24/25 96% 3.4secs 	Wed Jan 20 2021 21:39:07 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	midst:2 	mi___ 	== 	__dst 	RunAve=runAve spelling: 24/25 96% 3.4secs 	Wed Jan 20 2021 21:39:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	slime:2 	sl___ 	== 	__ime 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Wed Jan 20 2021 21:39:41 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	sample:3 	sam___ 	== 	___ple 	RunAve=runAve spelling: 24/25 96% 3.4secs 	Wed Jan 20 2021 21:40:00 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	lock:1 	l___ 	== 	_ock 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Wed Jan 20 2021 21:40:20 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	built:1 	b____ 	== 	_uilt 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Wed Jan 20 2021 21:40:41 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	cog:1 	c__ 	== 	_og 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Wed Jan 20 2021 21:41:00 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	arm:1 	a__ 	== 	_rm 	RunAve=runAve spelling: 24/25 96% 3.2secs 	Wed Jan 20 2021 21:41:20 GMT-0600 (Central Standard Time)
correct 	spelling 	7.4secs 	repel:1 	r____ 	== 	_epel 	RunAve=runAve spelling: 24/25 96% 3.4secs 	Wed Jan 20 2021 21:41:46 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	drip:1 	d___ 	== 	_rip 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Wed Jan 20 2021 21:42:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	defender:1 	d_______ 	== 	_efender 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Wed Jan 20 2021 21:42:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	banker:1 	b_____ 	== 	_anker 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Wed Jan 20 2021 21:42:41 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	rode:1 	r___ 	== 	_ode 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Wed Jan 20 2021 21:43:01 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	vanity:1 	v_____ 	== 	_anity 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Wed Jan 20 2021 21:43:22 GMT-0600 (Central Standard Time)
correct 	spelling 	4.3secs 	metric:1 	m_____ 	== 	_etric 	RunAve=runAve spelling: 24/25 96% 3.4secs 	Wed Jan 20 2021 21:43:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	its:1 	i__ 	== 	_ts 	RunAve=runAve spelling: 24/25 96% 3.3secs 	Wed Jan 20 2021 21:44:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	focal:1 	f____ 	== 	_ocal 	RunAve=runAve spelling: 25/25 100% 3.3secs 	Wed Jan 20 2021 21:44:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	march:1 	m____ 	== 	_arch 	RunAve=runAve spelling: 25/25 100% 3.3secs 	Wed Jan 20 2021 21:44:41 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	fern:1 	f___ 	== 	_ern 	RunAve=runAve spelling: 25/25 100% 3.3secs 	Wed Jan 20 2021 21:45:01 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	part:1 	p___ 	== 	_art 	RunAve=runAve spelling: 25/25 100% 3.3secs 	Wed Jan 20 2021 21:45:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	depict:2 	de____ 	== 	__pict 	RunAve=runAve spelling: 25/25 100% 3.4secs 	Wed Jan 20 2021 21:45:41 GMT-0600 (Central Standard Time)
correct 	spelling 	9.0secs 	discreet:3 	dis_____ 	== 	___creet 	RunAve=runAve spelling: 25/25 100% 3.7secs 	Wed Jan 20 2021 21:46:08 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	rap:1 	r__ 	== 	_ap 	RunAve=runAve spelling: 25/25 100% 3.7secs 	Wed Jan 20 2021 21:46:21 GMT-0600 (Central Standard Time)
correct 	spelling 	3.6secs 	edify:2 	ed___ 	== 	__ify 	RunAve=runAve spelling: 25/25 100% 3.7secs 	Wed Jan 20 2021 21:46:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	coil:1 	c___ 	== 	_oil 	RunAve=runAve spelling: 25/25 100% 3.7secs 	Wed Jan 20 2021 21:47:01 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	quick:2 	qu___ 	== 	__ick 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 21:47:22 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	dirt:1 	d___ 	== 	_irt 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Wed Jan 20 2021 21:47:41 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	gag:1 	g__ 	== 	_ag 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Wed Jan 20 2021 21:50:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	member:1 	m_____ 	== 	_ember 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Wed Jan 20 2021 21:50:41 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	herb:1 	h___ 	== 	_erb 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 21:51:42 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	best:1 	b___ 	== 	_est 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Wed Jan 20 2021 21:52:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	anoint:2 	an____ 	== 	__oint 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 21:52:42 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	vanity:1 	v_____ 	== 	_anity 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 21:53:01 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	fight:2 	fi___ 	== 	__ght 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Wed Jan 20 2021 21:54:23 GMT-0600 (Central Standard Time)
correct 	spelling 	4.3secs 	missive:1 	m______ 	== 	_issive 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Wed Jan 20 2021 21:55:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	livid:1 	l____ 	== 	_ivid 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Wed Jan 20 2021 21:55:41 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	shrunk:1 	s_____ 	== 	_hrunk 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 21:56:02 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	able:1 	a___ 	== 	_ble 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 21:56:23 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	live:1 	l___ 	== 	_ive 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 21:56:41 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	glad:1 	g___ 	== 	_lad 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Wed Jan 20 2021 21:57:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	spit:1 	s___ 	== 	_pit 	RunAve=runAve spelling: 25/25 100% 2.6secs 	Wed Jan 20 2021 21:57:21 GMT-0600 (Central Standard Time)
correct 	spelling 	9.3secs 	rib:1 	r__ 	== 	_ib 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Wed Jan 20 2021 22:00:09 GMT-0600 (Central Standard Time)
correct 	spelling 	5.0secs 	defender:5 	defen___ 	== 	_____der 	RunAve=runAve spelling: 25/25 100% 3.0secs 	Wed Jan 20 2021 22:00:24 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	out:1 	o__ 	== 	_ut 	RunAve=runAve spelling: 25/25 100% 3.1secs 	Wed Jan 20 2021 22:00:42 GMT-0600 (Central Standard Time)
correct 	spelling 	4.1secs 	curry:1 	c____ 	== 	_urry 	RunAve=runAve spelling: 25/25 100% 3.2secs 	Wed Jan 20 2021 22:01:03 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	meat:1 	m___ 	== 	_eat 	RunAve=runAve spelling: 25/25 100% 3.2secs 	Wed Jan 20 2021 22:01:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	hint:1 	h___ 	== 	_int 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Wed Jan 20 2021 22:01:41 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	mint:1 	m___ 	== 	_int 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Wed Jan 20 2021 22:02:01 GMT-0600 (Central Standard Time)
correct 	spelling 	5.2secs 	craft:1 	c____ 	== 	_raft 	RunAve=runAve spelling: 25/25 100% 3.0secs 	Wed Jan 20 2021 22:02:25 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	fresh:2 	fr___ 	== 	__esh 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Wed Jan 20 2021 22:02:42 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	gloom:1 	g____ 	== 	_loom 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Wed Jan 20 2021 22:04:22 GMT-0600 (Central Standard Time)
correct 	spelling 	11.1secs 	beast:2 	be___ 	== 	__ast 	RunAve=runAve spelling: 25/25 100% 3.3secs 	Wed Jan 20 2021 22:04:51 GMT-0600 (Central Standard Time)
correct 	spelling 	5.1secs 	trail:1 	t____ 	== 	_rail 	RunAve=runAve spelling: 25/25 100% 3.4secs 	Wed Jan 20 2021 22:05:05 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	rode:1 	r___ 	== 	_ode 	RunAve=runAve spelling: 25/25 100% 3.4secs 	Wed Jan 20 2021 22:05:21 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	corner:1 	c_____ 	== 	_orner 	RunAve=runAve spelling: 25/25 100% 3.3secs 	Wed Jan 20 2021 22:05:41 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	agony:2 	ag___ 	== 	__ony 	RunAve=runAve spelling: 25/25 100% 3.4secs 	Wed Jan 20 2021 22:06:02 GMT-0600 (Central Standard Time)
correct 	spelling 	7.3secs 	finch:1 	f____ 	== 	_inch 	RunAve=runAve spelling: 25/25 100% 3.5secs 	Wed Jan 20 2021 22:06:27 GMT-0600 (Central Standard Time)
correct 	spelling 	7.4secs 	manage:1 	m_____ 	== 	_anage 	RunAve=runAve spelling: 25/25 100% 3.8secs 	Wed Jan 20 2021 22:06:47 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	banish:1 	b_____ 	== 	_anish 	RunAve=runAve spelling: 25/25 100% 3.7secs 	Wed Jan 20 2021 22:07:02 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	lather:1 	l_____ 	== 	_ather 	RunAve=runAve spelling: 25/25 100% 3.7secs 	Wed Jan 20 2021 22:07:23 GMT-0600 (Central Standard Time)
correct 	spelling 	5.9secs 	hum:1 	h__ 	== 	_um 	RunAve=runAve spelling: 25/25 100% 3.8secs 	Wed Jan 20 2021 22:07:45 GMT-0600 (Central Standard Time)
correct 	spelling 	6.2secs 	mimic:1 	m____ 	== 	_imic 	RunAve=runAve spelling: 25/25 100% 4.0secs 	Wed Jan 20 2021 22:08:06 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	poach:2 	po___ 	== 	__ach 	RunAve=runAve spelling: 25/25 100% 4.0secs 	Wed Jan 20 2021 22:08:23 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	thirst:2 	th____ 	== 	__irst 	RunAve=runAve spelling: 25/25 100% 4.0secs 	Wed Jan 20 2021 22:08:43 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	speedy:3 	spe___ 	== 	___edy 	RunAve=runAve spelling: 25/25 100% 4.1secs 	Wed Jan 20 2021 22:10:23 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	throb:1 	t____ 	== 	_hrob 	RunAve=runAve spelling: 25/25 100% 4.1secs 	Wed Jan 20 2021 22:11:22 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.4secs 	blink:1 	b____ 	!= 	_liink 	RunAve=runAve spelling: 24/25 96% 3.8secs 	Wed Jan 20 2021 22:11:42 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	blink:4decreasing 	blin_ 	== 	____k 	RunAve=runAve spelling: 24/25 96% 3.6secs 	Wed Jan 20 2021 22:12:01 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	blink:3decreasing 	bli__ 	== 	___nk 	RunAve=runAve spelling: 24/25 96% 3.6secs 	Wed Jan 20 2021 22:12:22 GMT-0600 (Central Standard Time)
wrong 	spelling 	3.8secs 	blink:2decreasing 	bl___ 	!= 	__iink 	RunAve=runAve spelling: 23/25 92% 3.6secs 	Wed Jan 20 2021 22:12:44 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	blink:2decreasing 	bl___ 	== 	__ink 	RunAve=runAve spelling: 23/25 92% 3.6secs 	Wed Jan 20 2021 22:13:02 GMT-0600 (Central Standard Time)
correct 	spelling 	36.2secs 	blink:1decreasing 	b____ 	== 	_link 	RunAve=runAve spelling: 23/25 92% 5.0secs 	Wed Jan 20 2021 22:13:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	pink:1 	p___ 	== 	_ink 	RunAve=runAve spelling: 23/25 92% 5.0secs 	Wed Jan 20 2021 22:14:03 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	drink:1 	d____ 	== 	_rink 	RunAve=runAve spelling: 23/25 92% 4.9secs 	Wed Jan 20 2021 22:14:23 GMT-0600 (Central Standard Time)
correct 	spelling 	2.1secs 	sink:1 	s___ 	== 	_ink 	RunAve=runAve spelling: 23/25 92% 4.9secs 	Wed Jan 20 2021 22:15:22 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	blink:1 	b____ 	== 	_link 	RunAve=runAve spelling: 23/25 92% 4.9secs 	Wed Jan 20 2021 22:16:02 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	title:1 	t____ 	== 	_itle 	RunAve=runAve spelling: 23/25 92% 4.5secs 	Wed Jan 20 2021 22:17:22 GMT-0600 (Central Standard Time)
wrong 	spelling 	2.0secs 	pavement:1 	p_______ 	!= 	_avemet 	RunAve=runAve spelling: 22/25 88% 4.4secs 	Wed Jan 20 2021 22:17:42 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	pavement:7decreasing 	pavemen_ 	== 	_______t 	RunAve=runAve spelling: 22/25 88% 4.4secs 	Wed Jan 20 2021 22:18:01 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	pavement:6decreasing 	paveme__ 	== 	______nt 	RunAve=runAve spelling: 22/25 88% 4.4secs 	Wed Jan 20 2021 22:18:21 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	pavement:5decreasing 	pavem___ 	== 	_____ent 	RunAve=runAve spelling: 22/25 88% 4.4secs 	Wed Jan 20 2021 22:21:02 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	pavement:4decreasing 	pave____ 	== 	____ment 	RunAve=runAve spelling: 22/25 88% 4.2secs 	Wed Jan 20 2021 22:22:03 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	pavement:3decreasing 	pav_____ 	== 	___ement 	RunAve=runAve spelling: 22/25 88% 4.0secs 	Wed Jan 20 2021 22:22:22 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	pavement:2decreasing 	pa______ 	== 	__vement 	RunAve=runAve spelling: 22/25 88% 4.0secs 	Wed Jan 20 2021 22:22:43 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	pavement:1decreasing 	p_______ 	== 	_avement 	RunAve=runAve spelling: 22/25 88% 3.9secs 	Wed Jan 20 2021 22:23:02 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	statement:1 	s________ 	== 	_tatement 	RunAve=runAve spelling: 22/25 88% 3.8secs 	Wed Jan 20 2021 22:23:22 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	pavement:1 	p_______ 	== 	_avement 	RunAve=runAve spelling: 22/25 88% 3.6secs 	Wed Jan 20 2021 22:23:42 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	incline:4 	incl___ 	== 	____ine 	RunAve=runAve spelling: 22/25 88% 3.6secs 	Wed Jan 20 2021 22:24:04 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	witch:1 	w____ 	== 	_itch 	RunAve=runAve spelling: 22/25 88% 3.6secs 	Wed Jan 20 2021 22:24:23 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	round:2 	ro___ 	== 	__und 	RunAve=runAve spelling: 22/25 88% 3.6secs 	Wed Jan 20 2021 22:24:42 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	fin:1 	f__ 	== 	_in 	RunAve=runAve spelling: 22/25 88% 3.5secs 	Wed Jan 20 2021 22:25:02 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	quick:1 	q____ 	== 	_uick 	RunAve=runAve spelling: 23/25 92% 3.5secs 	Wed Jan 20 2021 22:25:22 GMT-0600 (Central Standard Time)
correct 	spelling 	1.4secs 	drum:1 	d___ 	== 	_rum 	RunAve=runAve spelling: 23/25 92% 3.5secs 	Wed Jan 20 2021 22:26:02 GMT-0600 (Central Standard Time)
correct 	spelling 	3.3secs 	quiver:1 	q_____ 	== 	_uiver 	RunAve=runAve spelling: 23/25 92% 3.6secs 	Wed Jan 20 2021 22:26:24 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	vanity:1 	v_____ 	== 	_anity 	RunAve=runAve spelling: 24/25 96% 3.5secs 	Wed Jan 20 2021 22:26:43 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	still:1 	s____ 	== 	_till 	RunAve=runAve spelling: 24/25 96% 3.6secs 	Wed Jan 20 2021 22:27:04 GMT-0600 (Central Standard Time)
correct 	spelling 	3.6secs 	own:1 	o__ 	== 	_wn 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 22:27:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	cat:1 	c__ 	== 	_at 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 22:27:43 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	scrape:3 	scr___ 	== 	___ape 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 22:28:03 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	after:2 	af___ 	== 	__ter 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 22:28:23 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	side:1 	s___ 	== 	_ide 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 22:28:42 GMT-0600 (Central Standard Time)
correct 	spelling 	3.2secs 	vial:1 	v___ 	== 	_ial 	RunAve=runAve spelling: 24/25 96% 2.3secs 	Wed Jan 20 2021 22:29:03 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	defect:1 	d_____ 	== 	_efect 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Wed Jan 20 2021 22:29:24 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	each:1 	e___ 	== 	_ach 	RunAve=runAve spelling: 25/25 100% 2.4secs 	Wed Jan 20 2021 22:29:42 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	save:1 	s___ 	== 	_ave 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 22:30:03 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	matter:1 	m_____ 	== 	_atter 	RunAve=runAve spelling: 25/25 100% 2.5secs 	Wed Jan 20 2021 22:31:03 GMT-0600 (Central Standard Time)
correct 	spelling 	8.1secs 	kitty:1 	k____ 	== 	_itty 	RunAve=runAve spelling: 25/25 100% 2.7secs 	Wed Jan 20 2021 22:39:02 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	rife:1 	r___ 	== 	_ife 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 22:39:17 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	passive:2 	pa_____ 	== 	__ssive 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 22:39:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	hoist:1 	h____ 	== 	_oist 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 22:39:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	quick:1 	q____ 	== 	_uick 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 22:40:16 GMT-0600 (Central Standard Time)
correct 	spelling 	3.7secs 	acrid:2 	ac___ 	== 	__rid 	RunAve=runAve spelling: 25/25 100% 2.9secs 	Wed Jan 20 2021 22:40:37 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	chess:1 	c____ 	== 	_hess 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 22:40:55 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	so:1 	s_ 	== 	_o 	RunAve=runAve spelling: 25/25 100% 2.8secs 	Wed Jan 20 2021 22:41:16 GMT-0600 (Central Standard Time)
